2020-04-03 17:28:02.923 +02:00 [Information] Hello from tv movies!
2020-04-03 17:28:03.016 +02:00 [Error] Hello from movie error
2020-04-03 17:28:03.017 +02:00 [Warning] Hello from movies warning
2020-04-03 21:17:38.128 +02:00 [Information] Hello, from random songs!!
2020-04-19 02:13:58.461 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-19 02:13:58.462 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 68
2020-04-19 02:13:58.462 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-19 02:13:58.464 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 68
2020-04-19 02:13:58.464 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-19 02:13:58.465 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 68
2020-04-19 02:14:16.943 +02:00 [Error] BOOK error in Gandalf: Object reference not set to an instance of an object.
2020-04-19 02:14:16.966 +02:00 [Error]    at Live.Core.BookStores.Gandalf.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Gandalf.cs:line 74
2020-04-19 02:14:22.870 +02:00 [Error] Network error in Livro: The remote server returned an error: (403) Forbidden.
2020-04-19 02:14:24.648 +02:00 [Information] Finish bestsellers update with 179 books
2020-04-19 02:14:24.648 +02:00 [Information] 65 from Bonito
2020-04-19 02:14:24.648 +02:00 [Information] 12 from Aros
2020-04-19 02:14:24.648 +02:00 [Information] 24 from Czytam
2020-04-19 02:14:24.648 +02:00 [Information] 30 from Empik
2020-04-19 02:14:24.649 +02:00 [Information] 28 from Gandalf
2020-04-19 02:14:24.649 +02:00 [Information] 0 from Livro
2020-04-19 02:14:24.649 +02:00 [Information] 20 from Profit24
2020-04-19 11:39:27.966 +02:00 [Information] Start radio songs updating
2020-04-19 11:39:31.334 +02:00 [Information] Start radio songs updating
2020-04-19 11:39:44.766 +02:00 [Information] I am getting video id  drUNqHAk-ZA
2020-04-19 11:39:45.386 +02:00 [Information] I am getting video id  EHfx9LXzxpw
2020-04-19 11:39:45.966 +02:00 [Information] I am getting video id  95cufW4h-gA
2020-04-19 11:39:46.615 +02:00 [Information] I am getting video id  khdF9eURnVs
2020-04-19 11:39:47.107 +02:00 [Information] I am getting video id  vCTV7CHyWmM
2020-04-19 11:39:47.481 +02:00 [Information] I am getting video id  vCTV7CHyWmM
2020-04-19 11:39:47.925 +02:00 [Information] I am getting video id  WALPS8cY8Gg
2020-04-19 11:39:48.206 +02:00 [Information] I am getting video id  WALPS8cY8Gg
2020-04-19 11:39:48.556 +02:00 [Information] I am getting video id  rcxpdLbw3zM
2020-04-19 11:39:48.834 +02:00 [Information] I am getting video id  rcxpdLbw3zM
2020-04-19 11:39:49.072 +02:00 [Information] I am getting video id  MufUrcQ8--o
2020-04-19 11:39:49.476 +02:00 [Information] I am getting video id  MufUrcQ8--o
2020-04-19 11:39:49.779 +02:00 [Information] I am getting video id  YQCOPgTtlrc
2020-04-19 11:39:50.111 +02:00 [Information] I am getting video id  YQCOPgTtlrc
2020-04-19 11:39:52.851 +02:00 [Information] I am getting video id  RjqlLgycDRs
2020-04-19 11:39:53.672 +02:00 [Information] I am getting video id  RjqlLgycDRs
2020-04-19 11:39:53.672 +02:00 [Information] I am getting video id  _wTlM2Vq3JA
2020-04-19 11:39:54.276 +02:00 [Information] I am getting video id  g4AzgEd-JKI
2020-04-19 11:39:54.392 +02:00 [Information] I am getting video id  g4AzgEd-JKI
2020-04-19 11:39:55.141 +02:00 [Information] I am getting video id  eHQG6-DojVw
2020-04-19 11:39:55.141 +02:00 [Information] I am getting video id  eHQG6-DojVw
2020-04-19 11:39:55.822 +02:00 [Information] I am getting video id  kWFehaQEMYI
2020-04-19 11:39:55.886 +02:00 [Information] I am getting video id  kWFehaQEMYI
2020-04-19 11:39:59.202 +02:00 [Information] I am getting video id  eNkDp2h2KvY
2020-04-19 11:39:59.203 +02:00 [Information] I am getting video id  eNkDp2h2KvY
2020-04-19 11:40:00.124 +02:00 [Information] I am getting video id  b48lwZ9CABo
2020-04-19 11:40:00.124 +02:00 [Information] I am getting video id  b48lwZ9CABo
2020-04-19 11:40:01.046 +02:00 [Information] I am getting video id  HH4XfPkuwnk
2020-04-19 11:40:01.046 +02:00 [Information] I am getting video id  HH4XfPkuwnk
2020-04-19 11:40:01.740 +02:00 [Information] I am getting video id  4rJO3J9eiNA
2020-04-19 11:40:01.832 +02:00 [Information] I am getting video id  4rJO3J9eiNA
2020-04-19 11:40:02.582 +02:00 [Information] I am getting video id  GXLp4_iLtEs
2020-04-19 11:40:02.582 +02:00 [Information] I am getting video id  GXLp4_iLtEs
2020-04-19 11:40:09.531 +02:00 [Information] I am getting video id  zqFtx1jvqro
2020-04-19 11:40:09.663 +02:00 [Information] I am getting video id  zqFtx1jvqro
2020-04-19 11:40:10.868 +02:00 [Information] I am getting video id  t7pgSJnDd_E
2020-04-19 11:40:10.946 +02:00 [Information] I am getting video id  t7pgSJnDd_E
2020-04-19 11:40:11.491 +02:00 [Information] I am getting video id  AHfaoEbwOGU
2020-04-19 11:40:11.570 +02:00 [Information] I am getting video id  AHfaoEbwOGU
2020-04-19 11:40:12.417 +02:00 [Information] I am getting video id  asO95z9Bib4
2020-04-19 11:40:12.418 +02:00 [Information] I am getting video id  asO95z9Bib4
2020-04-19 11:40:13.334 +02:00 [Information] I am getting video id  gdQZe2QGQn4
2020-04-19 11:40:13.421 +02:00 [Information] I am getting video id  gdQZe2QGQn4
2020-04-19 11:40:14.256 +02:00 [Information] I am getting video id  sdJlqV1ZGzE
2020-04-19 11:40:14.257 +02:00 [Information] I am getting video id  sdJlqV1ZGzE
2020-04-19 11:40:17.430 +02:00 [Information] I am getting video id  KGyqLT3BYEY
2020-04-19 11:40:17.430 +02:00 [Information] I am getting video id  KGyqLT3BYEY
2020-04-19 11:40:18.749 +02:00 [Information] I am getting video id  lqfnY5kdxbk
2020-04-19 11:40:18.899 +02:00 [Information] I am getting video id  lqfnY5kdxbk
2020-04-19 11:40:19.461 +02:00 [Information] I am getting video id  wC-RrGQZ6d4
2020-04-19 11:40:19.737 +02:00 [Information] I am getting video id  wC-RrGQZ6d4
2020-04-19 11:40:21.001 +02:00 [Information] I am getting video id  kx2BDsMbhl4
2020-04-19 11:40:21.257 +02:00 [Information] I am getting video id  kx2BDsMbhl4
2020-04-19 11:40:21.697 +02:00 [Information] I am getting video id  rr4bfuTcu-k
2020-04-19 11:40:21.877 +02:00 [Information] I am getting video id  rr4bfuTcu-k
2020-04-19 11:40:26.166 +02:00 [Information] Finish radio songs update with 845 songs and 0 youtube errors
2020-04-19 11:40:26.493 +02:00 [Error] Error in updating songs Database operation expected to affect 1 row(s) but actually affected 0 row(s). Data may have been modified or deleted since entities were loaded. See http://go.microsoft.com/fwlink/?LinkId=527962 for information on understanding and handling optimistic concurrency exceptions.
2020-04-19 11:40:26.668 +02:00 [Error]    at Microsoft.EntityFrameworkCore.Update.AffectedCountModificationCommandBatch.ThrowAggregateUpdateConcurrencyException(Int32 commandIndex, Int32 expectedRowsAffected, Int32 rowsAffected)
   at Microsoft.EntityFrameworkCore.Update.AffectedCountModificationCommandBatch.<ConsumeResultSetWithoutPropagationAsync>d__6.MoveNext()
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter`1.GetResult()
   at Microsoft.EntityFrameworkCore.Update.AffectedCountModificationCommandBatch.<ConsumeAsync>d__2.MoveNext()
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at Microsoft.EntityFrameworkCore.Update.ReaderModificationCommandBatch.<ExecuteAsync>d__32.MoveNext()
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at Microsoft.EntityFrameworkCore.Update.Internal.BatchExecutor.<ExecuteAsync>d__10.MoveNext()
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at Microsoft.EntityFrameworkCore.Storage.Internal.SqlServerExecutionStrategy.<ExecuteAsync>d__7`2.MoveNext()
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter`1.GetResult()
   at Microsoft.EntityFrameworkCore.ChangeTracking.Internal.StateManager.<SaveChangesAsync>d__61.MoveNext()
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter`1.GetResult()
   at Microsoft.EntityFrameworkCore.ChangeTracking.Internal.StateManager.<SaveChangesAsync>d__59.MoveNext()
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter`1.GetResult()
   at Microsoft.EntityFrameworkCore.DbContext.<SaveChangesAsync>d__48.MoveNext()
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter`1.GetResult()
   at Live.Repositories.SongsRepository.<UpdateAsync>d__20.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Repositories/SongsRepository.cs:line 486
2020-04-19 11:42:00.337 +02:00 [Information] Start radio songs updating
2020-04-19 11:54:12.555 +02:00 [Information] Start radio songs updating
2020-04-19 11:54:41.010 +02:00 [Information] Start radio songs updating
2020-04-19 13:56:04.880 +02:00 [Information] Start radio songs updating
2020-04-19 13:56:18.172 +02:00 [Information] I am getting video id  wCDIYvFmgW8
2020-04-19 13:56:19.100 +02:00 [Information] I am getting video id  mmMkCpSjqPo
2020-04-19 13:56:19.743 +02:00 [Information] I am getting video id  3KHVTXFcsNU
2020-04-19 13:56:20.552 +02:00 [Information] I am getting video id  qpfucrnXpo4
2020-04-19 13:56:23.142 +02:00 [Information] I am getting video id  fs-pKomeOks
2020-04-19 13:56:23.829 +02:00 [Information] I am getting video id  4WjJMKJaIkY
2020-04-19 13:56:24.362 +02:00 [Information] I am getting video id  WVCSu4sRrsk
2020-04-19 13:56:24.916 +02:00 [Information] I am getting video id  O_OUUerrKfk
2020-04-19 13:56:25.468 +02:00 [Information] I am getting video id  0lYUrZdHx10
2020-04-19 13:56:26.531 +02:00 [Information] Finish radio songs update with 196 songs and 0 youtube errors
2020-04-19 13:56:26.546 +02:00 [Information] Start TV movies upating
2020-04-19 14:15:26.459 +02:00 [Information] Start radio songs updating
2020-04-19 14:15:34.699 +02:00 [Information] I am getting video id  2pcShBVoCig
2020-04-19 14:15:35.712 +02:00 [Information] I am getting video id  6Mm9ae_qg9I
2020-04-19 14:15:35.928 +02:00 [Information] Finish radio songs update with 92 songs and 0 youtube errors
2020-04-19 14:15:35.941 +02:00 [Information] Start TV movies upating
2020-04-19 14:15:54.095 +02:00 [Information] Start radio songs updating
2020-04-19 14:15:54.224 +02:00 [Information] Start TV movies upating
2020-04-19 14:33:08.405 +02:00 [Information] Start radio songs updating
2020-04-19 14:33:08.807 +02:00 [Information] Start TV movies upating
2020-04-19 14:33:29.251 +02:00 [Information] Start radio songs updating
2020-04-19 14:33:29.395 +02:00 [Information] Start TV movies upating
2020-04-19 14:33:33.314 +02:00 [Information] Start radio songs updating
2020-04-19 14:33:33.477 +02:00 [Information] Start TV movies upating
2020-04-19 14:34:21.417 +02:00 [Information] Start radio songs updating
2020-04-19 14:34:21.592 +02:00 [Information] Start TV movies upating
2020-04-19 14:34:25.828 +02:00 [Information] Start radio songs updating
2020-04-19 14:34:25.989 +02:00 [Information] Start TV movies upating
2020-04-19 14:34:30.418 +02:00 [Information] Start radio songs updating
2020-04-19 14:34:30.573 +02:00 [Information] Start TV movies upating
2020-04-19 14:34:32.872 +02:00 [Information] Start radio songs updating
2020-04-19 14:34:33.210 +02:00 [Information] Start TV movies upating
2020-04-19 14:35:36.972 +02:00 [Information] Start radio songs updating
2020-04-19 14:35:37.429 +02:00 [Information] Start TV movies upating
2020-04-19 14:36:26.560 +02:00 [Information] Start radio songs updating
2020-04-19 14:36:26.683 +02:00 [Information] Start TV movies upating
2020-04-19 14:36:30.817 +02:00 [Information] Start radio songs updating
2020-04-19 14:36:30.942 +02:00 [Information] Start TV movies upating
2020-04-19 14:38:11.712 +02:00 [Information] Start radio songs updating
2020-04-19 14:38:11.825 +02:00 [Information] Start TV movies upating
2020-04-19 14:38:14.850 +02:00 [Information] Start radio songs updating
2020-04-19 14:38:14.996 +02:00 [Information] Start TV movies upating
2020-04-19 14:38:48.687 +02:00 [Information] Start radio songs updating
2020-04-19 14:38:48.802 +02:00 [Information] Start TV movies upating
2020-04-19 14:39:59.165 +02:00 [Information] Start radio songs updating
2020-04-19 14:39:59.288 +02:00 [Information] Start TV movies upating
2020-04-19 14:42:11.371 +02:00 [Information] Start radio songs updating
2020-04-19 14:42:11.485 +02:00 [Information] Start TV movies upating
2020-04-19 14:42:16.648 +02:00 [Information] Start radio songs updating
2020-04-19 14:42:16.785 +02:00 [Information] Start TV movies upating
2020-04-19 14:43:02.512 +02:00 [Information] Start radio songs updating
2020-04-19 14:43:02.684 +02:00 [Information] Start TV movies upating
2020-04-19 14:43:07.088 +02:00 [Information] Start radio songs updating
2020-04-19 14:43:07.231 +02:00 [Information] Start TV movies upating
2020-04-19 14:45:21.003 +02:00 [Information] Start radio songs updating
2020-04-19 14:45:21.295 +02:00 [Information] Start TV movies upating
2020-04-19 14:45:31.247 +02:00 [Information] Start radio songs updating
2020-04-19 14:45:31.415 +02:00 [Information] Start TV movies upating
2020-04-19 15:25:35.072 +02:00 [Information] Start radio songs updating
2020-04-19 15:25:41.839 +02:00 [Information] I am getting video id  q8MqQWhKvpE
2020-04-19 15:25:42.373 +02:00 [Information] I am getting video id  urrxBsSJ4q4
2020-04-19 15:25:43.059 +02:00 [Information] I am getting video id  6KxtgS2lU94
2020-04-19 15:25:43.673 +02:00 [Information] I am getting video id  1JGwDouZkGM
2020-04-19 15:25:44.617 +02:00 [Information] Finish radio songs update with 94 songs and 0 youtube errors
2020-04-19 15:25:44.617 +02:00 [Information] Start TV movies upating
2020-04-19 15:25:48.105 +02:00 [Information] Start radio songs updating
2020-04-19 15:25:48.231 +02:00 [Information] Start TV movies upating
2020-04-19 16:08:56.598 +02:00 [Information] Start radio songs updating
2020-04-19 16:08:59.478 +02:00 [Information] Start TV movies upating
2020-04-19 16:09:01.607 +02:00 [Information] Finish radio songs update with 89 songs and 0 youtube errors
2020-04-19 16:09:01.607 +02:00 [Information] Start TV movies upating
2020-04-19 16:13:17.806 +02:00 [Information] Start radio songs updating
2020-04-19 16:13:17.955 +02:00 [Information] Start TV movies upating
2020-04-19 17:27:24.453 +02:00 [Information] Start radio songs updating
2020-04-19 17:27:31.149 +02:00 [Information] Finish radio songs update with 88 songs and 0 youtube errors
2020-04-19 17:27:31.150 +02:00 [Information] Start TV movies upating
2020-04-19 18:03:19.032 +02:00 [Information] Start radio songs updating
2020-04-19 18:03:25.432 +02:00 [Information] I am getting video id  nXskfsgBihE
2020-04-19 18:03:27.543 +02:00 [Information] Finish radio songs update with 87 songs and 0 youtube errors
2020-04-19 18:03:27.555 +02:00 [Information] Start TV movies upating
2020-04-19 18:39:22.807 +02:00 [Information] Start radio songs updating
2020-04-19 18:39:22.991 +02:00 [Information] Start TV movies upating
2020-04-20 19:53:46.559 +02:00 [Information] Start radio songs updating
2020-04-20 19:53:46.795 +02:00 [Error] Error in updating songs Object reference not set to an instance of an object.
2020-04-20 19:53:47.150 +02:00 [Error]    at LiveContext.OnConfiguring(DbContextOptionsBuilder optionsBuilder) in /Users/mateuszbieda/Dropbox/App/Live/DataBase/LiveContext.cs:line 45
   at Microsoft.EntityFrameworkCore.DbContext.get_InternalServiceProvider()
   at Microsoft.EntityFrameworkCore.DbContext.get_DbContextDependencies()
   at Microsoft.EntityFrameworkCore.DbContext.get_Model()
   at Microsoft.EntityFrameworkCore.Internal.InternalDbSet`1.get_EntityType()
   at Microsoft.EntityFrameworkCore.Internal.InternalDbSet`1.get_EntityQueryable()
   at Microsoft.EntityFrameworkCore.Internal.InternalDbSet`1.Microsoft.EntityFrameworkCore.Query.Internal.IAsyncEnumerableAccessor<TEntity>.get_AsyncEnumerable()
   at Microsoft.EntityFrameworkCore.Extensions.Internal.QueryableExtensions.AsAsyncEnumerable[TSource](IQueryable`1 source)
   at Microsoft.EntityFrameworkCore.EntityFrameworkQueryableExtensions.ToListAsync[TSource](IQueryable`1 source, CancellationToken cancellationToken)
   at Live.Repositories.UpdatingRepository.<GetLastDate>d__7.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Repositories/UpdatingRepository.cs:line 220
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter`1.GetResult()
   at Live.Repositories.UpdatingRepository.<SongsUpdateAsync1>d__6.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Repositories/UpdatingRepository.cs:line 59
2020-04-20 22:08:20.500 +02:00 [Information] Start radio songs updating
2020-04-20 22:08:27.920 +02:00 [Information] I am getting video id  jJPMnTXl63E
2020-04-20 22:08:34.224 +02:00 [Information] Finish radio songs update with 172 songs and 1 youtube errors
2020-04-20 22:09:57.837 +02:00 [Information] Start radio songs updating
2020-04-21 09:45:08.666 +02:00 [Error] Error in updating songs Object reference not set to an instance of an object.
2020-04-21 09:45:08.861 +02:00 [Error]    at LiveContext.OnConfiguring(DbContextOptionsBuilder optionsBuilder) in /Users/mateuszbieda/Dropbox/App/Live/DataBase/LiveContext.cs:line 47
   at Microsoft.EntityFrameworkCore.DbContext.get_InternalServiceProvider()
   at Microsoft.EntityFrameworkCore.DbContext.get_DbContextDependencies()
   at Microsoft.EntityFrameworkCore.DbContext.get_Model()
   at Microsoft.EntityFrameworkCore.Internal.InternalDbSet`1.get_EntityType()
   at Microsoft.EntityFrameworkCore.Internal.InternalDbSet`1.get_EntityQueryable()
   at Microsoft.EntityFrameworkCore.Internal.InternalDbSet`1.Microsoft.EntityFrameworkCore.Query.Internal.IAsyncEnumerableAccessor<TEntity>.get_AsyncEnumerable()
   at Microsoft.EntityFrameworkCore.Extensions.Internal.QueryableExtensions.AsAsyncEnumerable[TSource](IQueryable`1 source)
   at Microsoft.EntityFrameworkCore.EntityFrameworkQueryableExtensions.ToListAsync[TSource](IQueryable`1 source, CancellationToken cancellationToken)
   at Live.Repositories.UpdatingRepository.<GetLastDate>d__6.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Repositories/UpdatingRepository.cs:line 216
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter`1.GetResult()
   at Live.Repositories.UpdatingRepository.<SongsUpdateAsync>d__5.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Repositories/UpdatingRepository.cs:line 55
2020-04-21 22:42:36.596 +02:00 [Error] Error in updating songs Object reference not set to an instance of an object.
2020-04-21 22:42:38.476 +02:00 [Error]    at LiveContext.OnConfiguring(DbContextOptionsBuilder optionsBuilder) in /Users/mateuszbieda/Dropbox/App/Live/DataBase/LiveContext.cs:line 47
   at Microsoft.EntityFrameworkCore.DbContext.get_InternalServiceProvider()
   at Microsoft.EntityFrameworkCore.DbContext.get_DbContextDependencies()
   at Microsoft.EntityFrameworkCore.DbContext.get_Model()
   at Microsoft.EntityFrameworkCore.Internal.InternalDbSet`1.get_EntityType()
   at Microsoft.EntityFrameworkCore.Internal.InternalDbSet`1.get_EntityQueryable()
   at Microsoft.EntityFrameworkCore.Internal.InternalDbSet`1.Microsoft.EntityFrameworkCore.Query.Internal.IAsyncEnumerableAccessor<TEntity>.get_AsyncEnumerable()
   at Microsoft.EntityFrameworkCore.Extensions.Internal.QueryableExtensions.AsAsyncEnumerable[TSource](IQueryable`1 source)
   at Microsoft.EntityFrameworkCore.EntityFrameworkQueryableExtensions.ToListAsync[TSource](IQueryable`1 source, CancellationToken cancellationToken)
   at Live.Repositories.UpdatingRepository.<GetLastDate>d__6.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Repositories/UpdatingRepository.cs:line 216
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter`1.GetResult()
   at Live.Repositories.UpdatingRepository.<SongsUpdateAsync>d__5.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Repositories/UpdatingRepository.cs:line 55
2020-04-21 22:47:29.467 +02:00 [Error] Error in updating songs Object reference not set to an instance of an object.
2020-04-21 22:47:29.603 +02:00 [Error]    at LiveContext.OnConfiguring(DbContextOptionsBuilder optionsBuilder) in /Users/mateuszbieda/Dropbox/App/Live/DataBase/LiveContext.cs:line 47
   at Microsoft.EntityFrameworkCore.DbContext.get_InternalServiceProvider()
   at Microsoft.EntityFrameworkCore.DbContext.get_DbContextDependencies()
   at Microsoft.EntityFrameworkCore.DbContext.get_Model()
   at Microsoft.EntityFrameworkCore.Internal.InternalDbSet`1.get_EntityType()
   at Microsoft.EntityFrameworkCore.Internal.InternalDbSet`1.get_EntityQueryable()
   at Microsoft.EntityFrameworkCore.Internal.InternalDbSet`1.Microsoft.EntityFrameworkCore.Query.Internal.IAsyncEnumerableAccessor<TEntity>.get_AsyncEnumerable()
   at Microsoft.EntityFrameworkCore.Extensions.Internal.QueryableExtensions.AsAsyncEnumerable[TSource](IQueryable`1 source)
   at Microsoft.EntityFrameworkCore.EntityFrameworkQueryableExtensions.ToListAsync[TSource](IQueryable`1 source, CancellationToken cancellationToken)
   at Live.Repositories.UpdatingRepository.<GetLastDate>d__6.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Repositories/UpdatingRepository.cs:line 216
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter`1.GetResult()
   at Live.Repositories.UpdatingRepository.<SongsUpdateAsync>d__5.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Repositories/UpdatingRepository.cs:line 55
2020-04-21 22:47:29.786 +02:00 [Error] Error in updating songs Object reference not set to an instance of an object.
2020-04-21 22:47:29.819 +02:00 [Error]    at LiveContext.OnConfiguring(DbContextOptionsBuilder optionsBuilder) in /Users/mateuszbieda/Dropbox/App/Live/DataBase/LiveContext.cs:line 47
   at Microsoft.EntityFrameworkCore.DbContext.get_InternalServiceProvider()
   at Microsoft.EntityFrameworkCore.DbContext.get_DbContextDependencies()
   at Microsoft.EntityFrameworkCore.DbContext.get_Model()
   at Microsoft.EntityFrameworkCore.Internal.InternalDbSet`1.get_EntityType()
   at Microsoft.EntityFrameworkCore.Internal.InternalDbSet`1.get_EntityQueryable()
   at Microsoft.EntityFrameworkCore.Internal.InternalDbSet`1.Microsoft.EntityFrameworkCore.Query.Internal.IAsyncEnumerableAccessor<TEntity>.get_AsyncEnumerable()
   at Microsoft.EntityFrameworkCore.Extensions.Internal.QueryableExtensions.AsAsyncEnumerable[TSource](IQueryable`1 source)
   at Microsoft.EntityFrameworkCore.EntityFrameworkQueryableExtensions.ToListAsync[TSource](IQueryable`1 source, CancellationToken cancellationToken)
   at Live.Repositories.UpdatingRepository.<GetLastDate>d__6.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Repositories/UpdatingRepository.cs:line 216
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter`1.GetResult()
   at Live.Repositories.UpdatingRepository.<SongsUpdateAsync>d__5.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Repositories/UpdatingRepository.cs:line 55
2020-04-21 22:48:06.115 +02:00 [Error] Error in updating songs Object reference not set to an instance of an object.
2020-04-21 22:48:06.222 +02:00 [Error]    at LiveContext.OnConfiguring(DbContextOptionsBuilder optionsBuilder) in /Users/mateuszbieda/Dropbox/App/Live/DataBase/LiveContext.cs:line 47
   at Microsoft.EntityFrameworkCore.DbContext.get_InternalServiceProvider()
   at Microsoft.EntityFrameworkCore.DbContext.get_DbContextDependencies()
   at Microsoft.EntityFrameworkCore.DbContext.get_Model()
   at Microsoft.EntityFrameworkCore.Internal.InternalDbSet`1.get_EntityType()
   at Microsoft.EntityFrameworkCore.Internal.InternalDbSet`1.get_EntityQueryable()
   at Microsoft.EntityFrameworkCore.Internal.InternalDbSet`1.Microsoft.EntityFrameworkCore.Query.Internal.IAsyncEnumerableAccessor<TEntity>.get_AsyncEnumerable()
   at Microsoft.EntityFrameworkCore.Extensions.Internal.QueryableExtensions.AsAsyncEnumerable[TSource](IQueryable`1 source)
   at Microsoft.EntityFrameworkCore.EntityFrameworkQueryableExtensions.ToListAsync[TSource](IQueryable`1 source, CancellationToken cancellationToken)
   at Live.Repositories.UpdatingRepository.<GetLastDate>d__6.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Repositories/UpdatingRepository.cs:line 216
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter`1.GetResult()
   at Live.Repositories.UpdatingRepository.<SongsUpdateAsync>d__5.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Repositories/UpdatingRepository.cs:line 55
2020-04-21 22:48:35.135 +02:00 [Error] Error in updating songs Object reference not set to an instance of an object.
